.dockerignore	b5ae55f2cd3c6e6a318f34ed3273fdd5b6342d05740b4cc50d5edc0c7db8de8c	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/e2e/__tests__/model-animation.e2e.ts	6766b403bbf28e835b8d7bf4f2e77e97d1fbcb4cc2ed29861baf5fa5a010d0da	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/model-check-advanced-layout.e2e.ts	6c5c9051d7449fe4a53aa8e6cc27a7feefa3b6bd06cef0dcff6889286b7f24ac	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/model-check-advanced-viewport.e2e.ts	a38fbb6bb7ec9449d8c26e5e078b3f6dba319d6bd25c1303e507bf4a95bb0151	reviewed	逐行审查分组策略、失败重试、JSON交互、登录和动画任务、规则编辑的用户行为回归；未发现独立缺陷
frontend/e2e/__tests__/model-check-rules.e2e.ts	f4947fc5f3057dc6c8606ead99ada59982d10631754f48857866ef37ee3f6bfb	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/model-check-search.e2e.ts	4af51fedf0f20b612d41598dc46d47ae46d19c6df989ca7e245e97869fa0bf83	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/monitor-tooltips.e2e.ts	55254f5e2e108cb32311c34e96672812879d057051b64c1b2572f3aa802a938b	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/onboarding-probe-progress.e2e.ts	c7ba31253e97ac8a8b924ad57f029bdcb11ca4d93e015a6c4e90fb28fa21e14d	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/operations-layout.e2e.ts	09857c251960f750e87c863935b5e970d04802700d1f0ab79c9dd432fe6f0bed	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/overview-layout.e2e.ts	71b6c6cad346cb4074bf71deede85c1a76dca24a86b04c3475d40e7700f47ac0	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/page-heading-actions.e2e.ts	b54d1d77e7c605f3cd0a0dafe616c870f5826f08e1499cb53d953026da292fdc	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/page-shell-layout.e2e.ts	8b730fd17e07805df762b98062fa2446c4d0872275c02c175eac84be81c48eee	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/price-cache-timestamp.e2e.ts	eedd4d7bf32ad5fa1b9b326c8e41ce1c7628b4ba9088907a1c6c49932c832daa	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/pricing-catalog-layout.e2e.ts	edd96faaa0bb3f5c1250f8de32f910dbb25f96bc21f6e135d4d4066700ed2264	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/pricing-config-loading.e2e.ts	d4fe55b2e58bf6143e505ee5d5345ba35409e106468b6edb996dbf96a994c7a3	reviewed	逐行审查模型规则、探活阶段、运营页面、价格配置加载和分页断言；未发现独立缺陷
frontend/e2e/__tests__/pricing-minimum.e2e.ts	40dd0bac6c533ac2dc782d431e98190468edfdda36003a268ce0aeaf2b894f16	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/pricing-revenue-loading.e2e.ts	b32a229925ad2c0c5925bfe57ca0a70c14107a43edb4d95bd6cfbe467af4732b	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/query-state-layout.e2e.ts	fb4dd9491d004674db437a2eee977dbb696e799890d5ecc524946cd88672d31d	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/raw-pricing-source.e2e.ts	75314aa0171781363521d549d24b4b3bbbbdd1a46834c68be7af3058abbae7d0	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/request-trace-layout.e2e.ts	24b9ac08f112b515f09a56391ab56c60d693c515f37fb889785416094d0f5477	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/revenue-layout.e2e.ts	bbe97b8d80872aaea4b156f7e6e1d18778390d59c22724c190f99e06ad0b0b11	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/scoring-windows.e2e.ts	95bc2b1cf289577e1894fe3468e73a3bfe5d44ed280ffe29a094dc27da65e20e	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/session-cache.e2e.ts	6cc6d7d4bc7c8f748728108e1262068c900853e6ebdff983b1937648fcf53675	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/settings-layout.e2e.ts	c32ad5885cf9b31602ca018425a7772e2ca8f029ecd08d3c828c8da2df9a0945	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/settings-loading-layout.e2e.ts	940def178a02cd9eca104c84b6cfa650e4a514985ee51fe1a42780294ab48ec1	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/shared-layout.e2e.ts	61f2ec911346af2e69cbc5de6b2b7e428588d549cda915279c498a0570e01256	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/status-page-drag.e2e.ts	6febbb29cd105bd2c9bcfbf7642cc301ce18969c1394ec380c4b66eb4bcd68ee	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/storage-unavailable.e2e.ts	65cb8afd6cae491e736cf8786984c08569dcfd4f11417ca4c5adfee9f446283e	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/style-surfaces.e2e.ts	cee79714ff8ca36ccb3c5983ccb0e39d8f2d96e9f781a380b7194a8f3bbf4ca8	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/theme-contrast.e2e.ts	1cd6257b364a4d76a1fd339d70cee17031cb1be2126ace54537e26f93561d94b	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/tooltip-layout.e2e.ts	a38eac05473cea28e9f13ee4c4cac0a995c074cdc88101023780747002f48019	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/upstream-address.e2e.ts	8a592a59df9f3e6e9325099513117c7e82130554de2229dce58e3e51ba9332f2	reviewed	逐行审查价格精度、会话缓存、失败保留、排序、主题、共享布局和上游地址回归；请求均为隔离夹具
frontend/e2e/__tests__/upstream-price-errors.e2e.ts	6cd5ba49de76c184a0751637b0ebae15d9aa82304ec647aadc7309d85a75907d	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-auth-preservation.e2e.ts	82e35787c77345da0a872a9aa7e899acc806fd61d2cd1b08d36763091bea92fa	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-dialog-scroll.e2e.ts	19d2f46a4570a62e2ea1e9627d51d36b03fa4a63ff759912fdb0ba3bbe47e3b3	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-full-template.e2e.ts	517b718d3339f4d28c442d6f7a534247d1b742d6db35c2e330f59e2567d650e1	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma-groups.e2e.ts	6c47f883a62b923c188d35b995bb0fd13f9c4d7265483d46c72fbcaccbbffe0a	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-monitor-auth.e2e.ts	0baf41359bb903b4e5eff9939134b83eb0393557421cb9c862584bacb998d6a7	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-monitor-model.e2e.ts	5149b40079ac7168895004d20a9dc7d51f55ca1095a6c4537c82e60e0ba5b880	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-monitor-template-readback.e2e.ts	6253092029d58c75650c78d10ceb2596e32a647aeb45d0b423452f591db5268d	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-operation-progress.e2e.ts	d534ece53235573b9d7d6325cd3830ca11eed174a4f455ee9ef3638a12238a52	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-query-errors.e2e.ts	7c4ef695283944bf35f0a579dffb3f12bfc3dc62a0c283f1f7d05e958847642f	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-request-modes.e2e.ts	9455101647001ea9fd69473ac77ed4f92df1f12b40445b698122cf6937989445	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma-status-editor.e2e.ts	7db31c426dfc0bdeea820f94972755af7b1222acfd4ebf97d1201f854d2e4cc9	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/uptime-kuma-template-mode.e2e.ts	0bb3102824cd86bb4eea60024098eaac26abef23e8115e8ec537a63e43bdee3e	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma-template-readback.e2e.ts	69cecd9326a8f970eb12b73ef0998b1a807d535a2be42eb36fed16d7bb578696	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma-template-request.e2e.ts	4242293f61bfdde12b12082b45a34219b03b47df2f4a1a562f6e417029142c91	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma-templates.e2e.ts	a8e914530d7294403b9b9ecd6b0830fee1e64dff860c15b716be073a0ec663a6	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/e2e/__tests__/uptime-kuma.e2e.ts	79c95c50dc3e27c6573cb3bf24fc82bde0d8f6515bcaaf3ff323925a7b99c8d9	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/__tests__/validation-layout.e2e.ts	c42cf89d1c2a1993db97086fd98ec0f245915700536ee4fa82b582ab11458d19	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/global-styles.e2e.ts	a8021f5d9b5ccc6d6f9ae74d5ccd4ad1be2a665241fb306b265ad03b2596ae28	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/e2e/kuma-fixture.ts	320281ac668be13c46a0a48adb4a1f6610c3c0b503c449456b3a84b9940c453c	reviewed	逐行审查Kuma鉴权保留、模板版本、清空、状态页和测试夹具；发现JSON编辑迁移后的toHaveValue断言待实跑修正
frontend/eslint.config.mjs	a3fab54f46e5eae9b6d24471cd346b94a3175bdd324e98ecdcbe93940e2b81e0	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/index.html	772eecc0a28ba49f614eb5ba9f0b488d0781418e5a386efe2322ce1c29d01836	reviewed	Read complete theme tokens, shell context, HTML metadata, deployment proxy input restrictions and isolated proxy tests; no confirmed regression in these files.
frontend/knip.json	a16c8c3fd7e13e20632847d4ce38cd2e7d66399cd403cc3928794d0f588d7a02	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/nginx.conf	5563a3654d06933ba39d918f5779fbba5ee197e27cf2de568ef45069a1b07b39	reviewed	Read complete theme tokens, shell context, HTML metadata, deployment proxy input restrictions and isolated proxy tests; no confirmed regression in these files.
frontend/package.json	1b5d9f56e113db3d74fc3a8dc376d3c2e8fdb073bad90f5b648412a07dd7a422	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/playwright.config.ts	e7cffb15c46809e2989b123fb763e8264b8762d5ea704708746263f7ab448c73	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/public/apple-touch-icon.png	e478e4e03b8d2c03468b21c950bd4e3347eecd6fc175a4059e29b52592cf80b1	reviewed	浏览器离线解码全部图片，检查尺寸及联系表实际画面；正式图标一致，imagegen为未部署设计源素材
frontend/public/console-mark.svg	d125714c3ce045a2842aea928dd47cf656c4faf6983bd363c663b0c024cc4a06	reviewed	完整读取并检查脚本边界、静态SVG引用、图片来源与MIT声明；Go校验和格式核对
frontend/public/favicon-32x32.png	2b9d3acb54c26f378a09fa03eb363e4093cf0fb2019762a8519509dcc9819847	reviewed	浏览器离线解码全部图片，检查尺寸及联系表实际画面；正式图标一致，imagegen为未部署设计源素材
frontend/public/favicon.ico	7c229ba18af0cf25463a6abd542acadac8da9bacf64dc4c42591d8ace4878514	reviewed	浏览器离线解码全部图片，检查尺寸及联系表实际画面；正式图标一致，imagegen为未部署设计源素材
frontend/public/icon-192.png	5e729960a813d4c7444eea147377ca97bf04e32e41c22ac495af304bc6a881b2	reviewed	浏览器离线解码全部图片，检查尺寸及联系表实际画面；正式图标一致，imagegen为未部署设计源素材
frontend/public/icon-512.png	c42483a305ff342c33ce368243ef3f21c62bfbe0bb125e4e1c4c046bed411f40	reviewed	浏览器离线解码全部图片，检查尺寸及联系表实际画面；正式图标一致，imagegen为未部署设计源素材
frontend/rsbuild.config.ts	259413477171495002b5ca425720b68451c7fcd8364e22706057bd0b6bd819ab	reviewed	已阅读全文并核对职责、测试/构建入口及现有审查基线；后续统一验证配置一致性。
frontend/scripts/generate-brand-icons.ts	2a2602981155a62021d0301b77f464ddca384429f050dada604ffac53d9f326b	reviewed	完整读取并检查脚本边界、静态SVG引用、图片来源与MIT声明；Go校验和格式核对
frontend/src/App.tsx	e08593db9a0246645c19b17d849daffd6f87110b1bd8cd5426070ff810cf979f	reviewed	Reviewed entire source and latest changes: maintenance retry, identity/version checks, private result persistence, cancellation and UI regression boundaries; prototype-key crashes reproduced and corrected.
frontend/src/__tests__/navigation.test.ts	8051530dff8e8f05825a7e70d855482bac170531527b74a806a654980f40df4b	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/onboarding-base-url-ownership.test.js	ee63080c0484f04665b91c18077fdeb3288356b50135308d51f22ddb6a97d1ea	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/onboarding-refresh-retention.test.tsx	6c4d04313ff3a834b80da05b26a9657b198b33ec7213248da952b7d778a871c4	reviewed	Read API request contracts including stable IDs, sensitive-field omission, versions, explicit zero/null/empty values and session expiry; onboarding cache/failure regressions red to green.
frontend/src/__tests__/runtime-settings-page.test.tsx	a4abfba157b3672bd2a7cf5f005397c90092e794d99510a41c86c71094b8e231	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/scheduler-controls.test.tsx	927d9ce5c5b935c02fb0da5c385b58442ceb8f25bff7cfed5a83054f1d3fc545	reviewed	完整读取；修复调度初次读取失败后的启动入口、上游刷新缓存保留、任务结果字典继承属性；新增回归已复现，最终验证待统一执行
frontend/src/__tests__/setup-accessibility.test.tsx	b760c606cc37ff0b0351fbf1535515ff8cbdef98cab3a21432f0a4a26bd03ab8	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/setup-local-export.test.tsx	13af1817171dba481aa37b706fee2fadb7d87e8ec57b6670d34f8a3edd56488c	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/src/__tests__/setup-page.test.tsx	04f6ad91b3c07c62b5cd1535f69ad7ec61184af3b0f020bfaf3b536efb21174c	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/startup-errors.test.tsx	9bfb21f1e3f66787c0ddc0f1072415916885b452b98895faf3162f84b27152d0	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/startup-loading.test.tsx	85cbe08639ee16808a0d83be8fd2d22fe858ec63ca5ed6b73ebf0808844f424a	reviewed	Read app initialization, navigation, setup and source ownership regression contracts; scheduler, result labels and refresh retention supplemented separately.
frontend/src/__tests__/task-result-labels.test.tsx	02c1bd47f6afefd2f5ab8148233f42b21c77a03826ee7b431afc77b7d1613798	reviewed	完整读取；修复调度初次读取失败后的启动入口、上游刷新缓存保留、任务结果字典继承属性；新增回归已复现，最终验证待统一执行
frontend/src/__tests__/upstreams-refresh-retention.test.tsx	4e0911ba5f20f3d7ecd2298162d87dcee937effd04772ed3d72a739d92e6d6f8	reviewed	完整读取；修复调度初次读取失败后的启动入口、上游刷新缓存保留、任务结果字典继承属性；新增回归已复现，最终验证待统一执行
frontend/src/__tests__/workbench-sms-api.test.ts	4ed5fa0f5a522551e8ce39011a280fef83d0784628436a10926ec11e89ba2d0e	reviewed	Reviewed current implementation and incremental changes: scope binding, no replay checkpoint lifecycle, identity index semantics, redaction, loading and error states, API contract and browser regression coverage.
frontend/src/api.ts	15d1e221028402cc5140e0e62feeabd5fa084b60f3aa6f599e97b02e3e36d6b3	reviewed	Re-read explicit local-export request scopes and query parameters; browser source-profile save/export/reauthorization flow uses isolated response fixtures and stable revisions.
frontend/src/api/__tests__/model-check-configuration-contract.test.ts	e37606ef0cfd9229064284af4b2b722e2a51302a69a12b4abcb442d3de747e8e	reviewed	Read API request contracts including stable IDs, sensitive-field omission, versions, explicit zero/null/empty values and session expiry; onboarding cache/failure regressions red to green.
frontend/src/api/__tests__/request-contract.test.ts	1b235cb35d1c8640e34362414cc7a7d5982916268df92cd453bbdb7e7efc3476	reviewed	Read API request contracts including stable IDs, sensitive-field omission, versions, explicit zero/null/empty values and session expiry; onboarding cache/failure regressions red to green.
frontend/src/app-routes/__root.tsx	e23273490cc3b59399b5bb7e96325628fad72430d75ce087b08a292db3f6e821	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/account-workbench.tsx	608922a7dc49716c26be7dd4f1f7a1af7d5f67a7fb095b395406d574995b55ad	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/accounts.tsx	cef556cf504f2ac5087eaee87e00f11556b70d2300719037d74dc4f208438d02	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/alert-policy.tsx	94d0de60b84f797488a5da21adf815e06d546480d331be9afbd533cb9a62a90b	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/alerts.tsx	7400f655a81af769cb41830891f0267a6cc00d20a92a1e45b29e41598da15a4e	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/auto-inspection.tsx	d139ce14cb5730443fcbff9def1f44d2273f49ad2480e12f3f4c93242c7f541a	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/config.tsx	05132be73ab0580569eebe648c9ae05e665ec961ff4b4b4befd42fb0a0bf7ae9	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/groups.tsx	e04298ffc6c30ddd83c70047fe235811e3d4023ccfd0d35aa935f36eebeb61f3	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/index.tsx	42623d55bb5c31a3a010b00e8cef269e0733b82c96e3eb35b31cc41dd1f373c8	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/logs.tsx	47e126e5e399b569048b1902bba8262471f85d3e1153ed07529c94d15cc48f3a	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/model-check.tsx	970c8da27e6ca3629c3e545715012c9d858afb17adf2153914c9adf402214831	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/channels.tsx	3c9e5caf572bd39ce9c4bfcf2c02344deaf98d14d9bc3636b85db790eae7a72a	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/differences.tsx	774b370aea5651b7e4647c60eb8f3929421cfdae7ae16b71ad627977570af581	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/groups.tsx	a380524281a3cf794ce8c2399db79196a8ab438304f600141580188edf2750ed	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/index.tsx	32589030821033a8fd0cd50e04dc146c7208a2ee72055138f8567ba12549bdab	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/prices.tsx	8c613fae87ffd1c18c812524b94e208ef0787399887bbdc549a96f138ed73e68	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/newapi/route.tsx	8bae8490998d7c3f798cd9b3d396ad04ee5feca83e3c8df6c9b19a40cbff9156	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/onboarding.tsx	0a19e9a77a6b24e4fb2340429710c172fceb4a50f2a1d4050d17822cdc17e8d3	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/policy.tsx	71ceb34b60fa6ded73af3abb69d115efa6198368cafdbb6920bac00921114090	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/pricing-config.tsx	4ad950f6549636eb3a909718c718c35da4f440aa4c179fcc541d69f262507e06	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/pricing.tsx	0aa93f75a7c40590207ac75198f45b4b08b94d0f387ab77236bde3407b87ca19	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/profile.tsx	57729a137153d72ccaf236a7f977db193ea159b230183d6a35a6862a67963328	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/revenue-analysis.tsx	d5a2add0d33e9a165e1ba48867a4a82a30ffc1170d8d00b075c10e8903ce2936	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/system-info.tsx	9161468176fa89b6c594de953a95684e6ec1cc14534fa7c37bb2308e3eda88f2	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/trace.tsx	fd3e0583dc1736c19d08ff073e5285bfdd9fb57db5d8da501829d2194063e20c	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/traffic.tsx	a49720118bb1fc2e06ce9e2e05c27a8ef56c303c67a7ba3bad108c655854e501	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/upstreams.tsx	0811fb00a79560d0a369e6beeae7856c50575098423d9c3bd9a5513bb4d71380	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/uptime-kuma/config.tsx	4e3af26b68e506749a93e588b2eac7952474d4efc7f6df908049ce1f6bece11d	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/uptime-kuma/index.tsx	edc2cf26c6bddd0a08d0d8b9d20c27f0ca1993a76582d218a07aeb7ed1c2a424	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/uptime-kuma/route.tsx	a9e8c107c2e224d74daeb347167920d4e9b8a2f680e0dff5185451dfe33e3df5	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/uptime-kuma/status-pages.tsx	dc74bf87cd9c288c8ebc07c8abfb3da07e0df3f3e38d48291fa08b8fd91bf284	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
frontend/src/app-routes/uptime-kuma/templates.tsx	81faf7f72c516c07e0eb108fb2c232ecd1b6afa288b697003aea0db135651715	reviewed	完整读取；核对路由声明、search收窄、入口鉴权归属、Query与主题挂载及lazy构建配合
